Prediction,Actual,Explanation
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, Car Ownership, Phone, Occupation, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Phone, Age (Days), Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, Work Phone, Car Ownership, Phone, -0.27, -0.61, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Work Phone, Car Ownership, Phone, -0.27, -0.85, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Car Ownership, Work Phone, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.82, Number of Children, Phone, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.82, Number of Children, Phone, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Car Ownership, Work Phone, Phone."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Marital Status, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, -0.57, Work Phone, Car Ownership, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, -0.57, Car Ownership, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.13, Work Phone, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Income Category, Work Phone, -0.82, Car Ownership, Phone, -0.85."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.13, Work Phone, Occupation, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, -0.82, Phone, Car Ownership, -0.85, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.82, Work Phone, Car Ownership, Phone, Family Size, -0.85."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, -0.82, Car Ownership, Phone, Family Size, -0.85."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, -0.82, Work Phone, Car Ownership, Phone, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.82, Work Phone, Car Ownership, Phone, -0.85, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.82, Work Phone, Car Ownership, Phone, -0.85, -0.61."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, Housing Type, Income Category, -0.82, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, -0.82, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Car Ownership, -0.82, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, -0.82, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, -0.82, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Marital Status, -0.82, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Housing Type, Work Phone, Occupation, Phone, -0.15, Family Size, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Phone, Occupation, Annual Income, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Work Phone, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Work Phone, Phone, Occupation, -0.15, Family Size, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Occupation, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, Work Phone, Phone, Occupation, Annual Income, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Occupation, Work Phone, Phone, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Phone, Occupation, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Work Phone, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Work Phone, Occupation, Phone, -0.15, -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Phone, Occupation, -0.15."
Denied,Denied,"This application was denied due to Housing Type, Email, Work Phone, -0.57, -0.82, Phone, -0.20, Education Level, -0.85, Annual Income."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.82, -0.57, Work Phone, Phone, Education Level, -0.85, -0.20, -0.77."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.57, -0.82, Phone, -0.20, Education Level, -0.85."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.57, Work Phone, -0.82, Education Level, Phone, -0.85, -0.20."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.82, Work Phone, -0.57, Phone, Education Level, -0.20, -0.85."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.57, Work Phone, -0.82, Phone, Education Level, -0.85, -0.20, Annual Income."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.82, -0.57, Work Phone, Phone, -0.20, Education Level, -0.85, -0.77, Annual Income."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.57, Work Phone, -0.82, Education Level, Phone, -0.20, -0.85."
Denied,Denied,"This application was denied due to Housing Type, Email, -0.82, Work Phone, -0.57, Phone, Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Work Phone, -0.13, -0.82, -0.57, Education Level, Age (Days), -0.20, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, -0.13, -0.57, -0.82, Work Phone, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, -0.13, Work Phone, -0.57, -0.82, Age (Days), Phone, Education Level, -0.20, -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Education Level, Family Size, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, -0.13, Work Phone, -0.57, -0.82, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Education Level, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Education Level, -0.85, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Education Level, Family Size, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Education Level, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Education Level, Occupation, Family Size, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, Work Phone, Education Level, Occupation, Family Size, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Family Size, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Email, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Marital Status, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
